trans_date;trans_time.2;cc_num;merchant;category;amt;first name;surname;gender;street;city;state;zip;city_pop;job;dob;trans_num;unix_time;merch_lat;merch_long;is_fraud
2019/07/16;00:00:47;4904681492230012;fraud_Connelly, Reichert and Fritsch;gas_transport;54.39;Lisa;Lowe;F;574 David Locks Suite 207;Cottekill;NY;12419;722;Comptroller;1990-10-19;f04d143d3dfdee4ed1f2a893228925c5;1342396847;42.799469;-73.322828;0
2019/07/17;00:00:21;3536818734263520;fraud_Huel Ltd;misc_net;5.24;Gerald;Frank;M;95793 Andrea Ville Suite 533;Des Moines;IA;50314;222785;Interior and spatial designer;1981-08-10;c1da37b9b89cf829791e5ca38c6347e1;1342483221;40.618522999999996;-93.891887;0
2019/07/18;00:00:36;4147608975828480;fraud_Schaefer, McGlynn and Bosco;gas_transport;64.63;Edward;Tapia;M;354 Gutierrez Gateway;Comfrey;MN;56019;914;Health and safety adviser;1944-07-26;285c34418b0a45015065d3cf2e4479df;1342569636;44.880866;-94.492225;0
2019/07/19;00:00:07;180072527505094;fraud_Osinski, Ledner and Leuschke;grocery_pos;123.78;Cody;Miller;M;25748 John Wells;Mooresville;NC;28117;69793;Control and instrumentation engineer;1953-12-08;07022cc168209d0c31a2035054391518;1342656007;36.000913;-80.837142;0
2019/07/20;00:00:38;6528911529051375;fraud_Stehr, Jewess and Schimmel;misc_net;12.79;Diane;Smith;F;195 Murray Overpass Apt. 384;Winter;WI;54896;1478;Neurosurgeon;1965-04-27;b1e8e2b0a95b002e76ee6ae7cdf1b201;1342742438;45.409732;-90.422494;0
2019/07/21;00:00:36;675909898057;fraud_Little, Gutmann and Lynch;shopping_net;44.44;Christopher;Henry;M;1198 Robert Stravenue Apt. 479;Armonk;NY;10504;7987;Television/film/video producer;1964-03-16;7de8eacb5284d69d38622400134cd144;1342828836;41.355405;-73.360225;0
2019/07/22;00:00:07;3587960728692500;fraud_Swaniawski, Bahringer and Ledner;grocery_net;28.57;Kathy;Hughes;F;02110 Lucas Freeway Suite 517;Battle Creek;IA;51006;1075;Teacher, early years/pre;1997-01-02;2919809e35c5ac80ed188c87c961cc16;1342915207;42.698702000000004;-96.39822;0
2019/07/23;00:00:42;213141712584544;fraud_Rutherford-Mertz;grocery_pos;198.2;Margaret;Curtis;F;742 Oneill Shore;Florence;MS;39073;19685;Fine artist;1984-12-24;99a5da596b33ec20660b62c5d82b9647;1343001642;32.765991;-89.837293;0
2019/07/24;00:02:36;3553629419254918;fraud_Emmerich-Luettgen;grocery_net;29.55;Sharon;Johnson;F;7202 Jeffrey Mills;Conway;WA;98238;85;Research officer, political party;1984-09-01;b47d650407725bd3e6a5326c6524167a;1343088156;47.463313;-122.353039;0
2019/07/25;00:00:08;3558652751678952;fraud_Effertz, Welch and Schowalter;entertainment;39.16;Teresa;Blankenship;F;6638 Lucero Mill Suite 952;Karnack;TX;75661;2807;Chiropodist;1931-01-26;0a5b02fa6642dec987c90ab4b9bd143d;1343174408;31.725656;-94.746558;0
2019/07/26;00:00:18;6011999606625827;fraud_Mosciski, Ziemann and Farrell;shopping_net;5.09;Ronald;Carson;M;870 Rocha Drive;Harrington Park;NJ;7640;4664;Radiographer, diagnostic;1965-06-30;f0c74b9be23f776f1116b5a7ba6eddc0;1343260818;41.705551;-72.992661;0
2019/07/27;00:00:12;3589289942931264;fraud_Kling Inc;gas_transport;72.89;Paula;Estrada;F;350 Stacy Glens;Spencer;SD;57374;343;Development worker, international aid;1972-03-05;5fd1a91f9ac2d2869836221415500afd;1343347212;42.884567;-97.07589899999999;0
2019/07/28;00:00:24;4210078554961359092;fraud_Mraz-Herzog;gas_transport;54.67;Valerie;Clark;F;7402 West Ranch;Lowell;OR;97452;1420;Systems analyst;1965-11-11;7ebbf0638e006ec14363544979bb32c2;1343433624;44.798525;-122.80751799999999;0
2019/07/29;00:00:12;4364010865167176;fraud_Streich, Hansen and Veum;gas_transport;84.46;Gary;Martinez;M;03512 Jackson Ports;Reno;NV;89512;276896;Immunologist;1997-03-12;57b22a34d531d6a94236d65d7d7cf892;1343520012;38.927281;-119.671442;0
2019/07/30;00:00:40;371985236239474;fraud_Greenholt, O'Hara and Balistreri;shopping_net;3.49;Benjamin;Martin;M;0495 Baker Manors;Oriskany Falls;NY;13425;1970;Programmer, multimedia;1949-06-09;2618694467e2eeebbbee1d704c354569;1343606440;42.468391;-74.923694;0
2019/07/31;00:01:22;36078114201167;fraud_Nader-Heller;misc_net;1.34;Christopher;Horn;M;956 Sanchez Highway;Mallie;KY;41836;798;Facilities manager;1926-06-26;4eeb74cbe7eab7aed7a1a1ddace56e55;1343692882;36.589686;-83.456445;0
2019/08/01;00:00:12;4186530744674;fraud_Kilback Group;food_dining;12.67;Casey;Howell;F;374 Christopher Ramp Suite 855;Blackville;SC;29817;4913;Technical brewer;1966-11-10;34b0368f34930c14e43e541579efd48f;1343779212;34.058863;-81.052328;0
2019/08/02;00:00:23;573860193545;fraud_Auer-Mosciski;grocery_pos;52.18;Cristian;Jones;M;0423 Kirby Field Suite 623;Wilmette;IL;60091;27020;Trade mark attorney;1986-07-23;98640b4c3f035347c4c96d6db3f2c308;1343865623;42.257256;-88.341071;0
2019/08/03;00:00:05;4045036286570100739;fraud_Koepp-Witting;grocery_pos;98.72;Bianca;Scott;F;9588 Cox Rapid Apt. 257;Atglen;PA;19310;3066;Product manager;1928-07-15;e6e418cffa09c83881f547d2ff3c49d1;1343952005;40.739653999999994;-75.568634;0
2019/08/04;00:00:01;4755696071492;fraud_Swift, Bradtke and Marquardt;grocery_net;53.41;Robert;Evans;M;01892 Patricia Vista Apt. 828;Sachse;TX;75048;20328;Site engineer;1985-06-20;0e3505e02157a61ec676de6f2be14119;1344038401;32.643018;-97.003923;0
2019/08/05;00:00:10;377993105397617;fraud_Auer-Mosciski;grocery_pos;34.06;Nathan;Martinez;M;586 Thomas Cliffs;Oconto Falls;WI;54154;5548;Mining engineer;1975-09-11;275dad5508319005924f88e3165c0c02;1344124810;44.270178;-88.309699;0
2019/08/06;00:00:19;3568736585751727;fraud_Zemlak Group;misc_net;100.07;Thomas;Cross;M;7566 Thompson Creek Apt. 827;Elkhart;IA;50073;1195;Trading standards officer;1974-03-13;7f9c490310ef890cab36adf2270cd20e;1344211219;41.901204;-93.497563;0
2019/08/07;00:03:56;4128027264554082;fraud_Hudson-Ratke;grocery_pos;137.19;Kyle;Park;M;7507 Larry Passage Suite 859;Mount Perry;OH;43760;1831;Barrister's clerk;1953-10-18;c5119885017718e59cdf6ff820af1a3a;1344297836;40.270223;-83.15423100000001;0
2019/08/08;00:01:12;3591919803438423;fraud_Bogisich Inc;grocery_pos;52.29;Brian;Williams;M;32941 Krystal Mill Apt. 552;Titusville;FL;32780;54767;Set designer;1987-07-25;98557437879cd65d4a5511ca38594dd1;1344384072;29.266627000000003;-79.87910699999999;0
2019/08/09;00:00:50;3559160581764413;fraud_Schumm PLC;shopping_net;102.81;Allen;Bell;M;70147 Amanda Fields;Saint Bonaventure;NY;14778;1453;Toxicologist;1974-02-15;aecbb8da1b536688334211adbed09087;1344470450;41.681214000000004;-79.5138;0
2019/08/10;00:00:02;630484879808;fraud_Doyle Ltd;grocery_pos;106.85;Ian;Patton;M;8088 Sherman Radial Suite 689;Helm;CA;93627;123;Early years teacher;1973-02-07;a7a42d5b2bfa9ed5f59b20f983501340;1344556802;36.611426;-120.141516;0
2019/08/11;00:01:00;3545109339866548;fraud_Reilly, Heaney and Cole;gas_transport;50.08;Keith;Sanders;M;8030 Beck Motorway;Moorhead;MS;38761;2870;Chartered public finance accountant;1999-03-05;aa0a6a254a35ae80a372735ccd9878ad;1344643260;33.704801;-91.355859;0
2019/08/12;00:00:08;570273151375;fraud_Kuvalis Ltd;gas_transport;82.42;Peter;Edwards;M;96122 Steven Flat;Allentown;GA;31003;112;Lecturer, higher education;1965-02-03;0731cd0c30328f0c5250b6eb10ecd909;1344729608;33.321511;-83.26784599999999;0
2019/08/13;00:00:13;3558652751678952;fraud_Nitzsche, Kessler and Wolff;shopping_pos;13.82;Teresa;Blankenship;F;6638 Lucero Mill Suite 952;Karnack;TX;75661;2807;Chiropodist;1931-01-26;4847353e6ea14c1e4f6c8484c55c5b83;1344816013;32.098362;-94.46899300000001;0
2019/08/14;00:01:27;4989847570577635369;fraud_Bailey-Morar;grocery_pos;183.14;Vanessa;Anderson;F;21178 Brittney Locks;Prosperity;SC;29127;8333;Archaeologist;1994-07-09;f1c12bf4cd6cb2b8aef6835079d80964;1344902487;34.168841;-81.122001;0
2019/08/15;00:00:16;3521417320836166;fraud_Huel-Langworth;misc_net;1.33;Angela;Hodges;F;08236 Kim Hill;Indianapolis;IN;46254;910148;Firefighter;1975-11-30;0d6781341d2f284b7b738aaf0911a9c1;1344988816;39.10044;-86.239941;0
2019/08/16;00:00:49;3598895972308782;fraud_Jacobi and Sons;shopping_pos;7.35;Kenneth;Richards;M;994 Livingston Extensions Suite 918;Norwalk;OH;44857;23805;Copy;1970-02-22;cf53d451aed7534a61f80ad529212bce;1345075249;42.12519;-81.629465;0
2019/08/17;00:00:37;6011393492413821;fraud_Kerluke, Kertzmann and Wiza;misc_net;7.09;Natalie;Watson;F;386 James Roads Apt. 233;Los Angeles;CA;90014;2383912;Journalist, newspaper;1959-05-30;4c03575579ef3a46d5c3c45ff36802ed;1345161637;34.530466;-118.58717800000001;0
2019/08/18;00:00:10;3558881852140592;fraud_Lind, Huel and McClure;gas_transport;46.63;Christopher;Holt;M;05597 Michael Spurs;Parks;AZ;86018;759;Geologist, engineering;1957-03-28;a8528ea49c40883341bda4f1b51d872e;1345248010;35.10199;-111.024689;0
2019/08/19;00:00:17;630469040731;fraud_Bednar Group;misc_net;3.0;Meredith;Ayala;F;7107 Henderson Station;Cascade Locks;OR;97014;1288;Barrister;1936-05-01;673539bc79321752f99e2ad605f1980c;1345334417;45.056090000000005;-121.36223600000001;0
2019/08/20;00:03:31;3542162746848552;fraud_Reichert, Huels and Hoppe;shopping_net;6.89;Bradley;Anderson;M;3896 Gilmore Mill;Emmons;MN;56029;744;Communications engineer;1968-01-28;44bb8fd8b691e617adf35b03391a9cef;1345421011;44.13854;-93.594464;0
2019/08/21;00:00:14;2254917871818484;fraud_Christiansen, Goyette and Schamberger;gas_transport;61.34;Margaret;Gibson;F;382 Williams Stream Suite 197;Scotland;MD;20687;313;Insurance underwriter;1976-03-26;a7d40b9a13c591436919e9868671c8cd;1345507214;38.437985999999995;-76.68662900000001;0
2019/08/22;00:00:58;4500002361389;fraud_Conroy-Cruickshank;gas_transport;61.14;Joseph;Nixon;M;86882 Desiree Camp Suite 047;Tyaskin;MD;21865;470;Music tutor;1965-04-07;7549f72c3ee19c9d476b71565df63c22;1345593658;37.376855;-76.48653;0
2019/08/23;00:01:51;3513506355699497;fraud_Metz-Boehm;shopping_pos;4.73;Sarah;Adams;F;5654 Peterson Land;Ridgeland;MS;39157;24645;Scientist, clinical (histocompatibility and immunogenetics);1966-05-29;73d91f0ed0ff1960d851038a14666f8c;1345680111;31.932832;-89.569642;0
2019/08/24;00:00:47;344342339068828;fraud_Howe Ltd;misc_pos;13.12;Ruth;Fuller;F;37732 Joe Courts Apt. 752;Darien;GA;31305;5989;Tax adviser;1967-05-05;0a086b628624a4ef01737cbc70e43cbc;1345766447;31.413828000000002;-80.60848;0
2019/08/25;00:00:19;3552581383553463;fraud_Spinka-Welch;grocery_net;81.73;Jonathan;Castro;M;200 Christie Mills Apt. 307;Andrews;NC;28901;5354;Retail buyer;1965-04-13;e982aeb7ed00c9634101fdbddc41c72f;1345852819;36.147793;-83.523763;0
2019/08/26;00:00:00;4710792708725663;fraud_Bailey-Morar;grocery_pos;52.64;Justin;Bell;M;954 Green Wall;Churubusco;IN;46723;7692;Research officer, trade union;1986-12-13;2cf3a8850dc71368430a19642c8971ad;1345939200;40.337834;-86.093592;0
2019/08/27;00:00:18;675909898057;fraud_Kihn Inc;shopping_pos;7.04;Christopher;Henry;M;1198 Robert Stravenue Apt. 479;Armonk;NY;10504;7987;Television/film/video producer;1964-03-16;55778d63f1f46f8a43ffe80e6e17348f;1346025618;40.452711;-73.348935;0
2019/08/28;00:00:51;4430881574719618;fraud_Daugherty, Pouros and Beahan;shopping_pos;4.08;Alicia;Morales;F;4456 Dunn Roads;Meredith;CO;81642;61;Public relations account executive;1939-11-04;7e243537c72eed36b63eef82e3b0cd64;1346112051;38.997956;-106.651845;0
2019/08/29;00:00:42;373905417449658;fraud_Goldner, Kovacek and Abbott;grocery_pos;240.45;Sarah;Bishop;F;554 Mcdonald Valley Apt. 539;Meridian;TX;76665;2526;Phytotherapist;1970-11-12;db05e320d33167d410fbffa6d60e67a9;1346198442;31.076394;-97.61001;0
2019/08/30;00:02:10;3583093681934489;fraud_Kiehn-Emmerich;grocery_pos;58.18;Hannah;Knight;F;0900 Beverly Landing;Louisville;KY;40209;736284;Education officer, museum;1961-09-13;2caa22d0620913a579f65d773b4e4f71;1346284930;38.700652000000005;-86.253788;0
2019/08/31;00:00:20;3583635130604947;fraud_Ferry, Reichel and DuBuque;grocery_net;88.92;Crystal;Gamble;F;899 Michele View Suite 960;Philadelphia;PA;19149;1526206;Structural engineer;1985-01-01;d94506e53e32b5fe186d22dd751c60b7;1346371220;40.63088;-75.42429399999999;0
2019/09/01;00:00:11;4587657402165341815;fraud_Robel, Cummerata and Prosacco;gas_transport;29.64;Amber;Lewis;F;6296 John Keys Suite 858;Pembroke Township;IL;60958;2135;Psychotherapist, child;2004-05-08;93908c5610d737df907ddb2a33384478;1346457611;41.678587;-87.635797;0
2019/09/02;00:00:12;213154573301411;fraud_Trantow PLC;grocery_net;59.61;Christopher;Sheppard;M;39218 Baker Shoals;Bristow;IN;47515;965;Horticultural therapist;1982-02-10;3dd32b557367fb8f998d6491f81c5577;1346544012;39.197261;-86.410129;0
2019/09/03;00:00:47;3502088871723054;fraud_Rowe, Batz and Goodwin;grocery_pos;72.13;Scott;Martin;M;31472 Cody Place Suite 740;Kensington;MD;20895;19054;Operations geologist;1976-09-08;142887b2b0fd47acb126f073787e67d3;1346630447;38.823132;-76.776112;0
2019/09/04;00:02:39;4378993458389626;fraud_Marks Inc;gas_transport;68.92;Travis;Hayes;M;1561 Chase Grove;Conway;NH;3818;3807;Surgeon;1999-10-25;330da1092e0a83e041a140ac97432794;1346716959;43.124044;-71.57073299999999;0
2019/09/05;00:00:38;2297447006766555;fraud_Tillman, Fritsch and Schmitt;misc_net;9.91;Laura;Walker;F;611 Michael Rue;Cisco;IL;61830;478;Landscape architect;1960-01-13;c0f116d25de578da570d0a44a2333f59;1346803238;40.423096;-89.039197;0
2019/09/06;00:00:02;4996263498048679;fraud_Bailey-Morar;grocery_pos;140.39;Kendra;King;F;154 Hernandez Keys;Smith River;CA;95567;1930;Web designer;1983-06-13;e4a7bab376bf80288b93b2864ca2a9e9;1346889602;42.87862;-123.83793700000001;0
2019/09/07;00:01:49;36078114201167;fraud_Kuhn LLC;shopping_pos;6.99;Christopher;Horn;M;956 Sanchez Highway;Mallie;KY;41836;798;Facilities manager;1926-06-26;3ceb70a7c9c482cf2e603029322379d0;1346976109;37.907265;-83.891177;0
2019/09/08;00:00:52;4607072969078276;fraud_Hamill-Daugherty;misc_net;5.04;Brenda;Perez;F;033 Tara Brook Suite 523;Coyle;OK;73027;1493;Amenity horticulturist;1985-03-21;fe09e1cf4763a05ee232fb08cdfbee4b;1347062452;36.355411;-96.34876;0
2019/09/09;00:00:02;3521417320836166;fraud_Christiansen, Goyette and Schamberger;gas_transport;69.96;Angela;Hodges;F;08236 Kim Hill;Indianapolis;IN;46254;910148;Firefighter;1975-11-30;7ea3fb2af16d904de4d8da0ab3a964a3;1347148802;38.858775;-85.980259;0
2019/09/10;00:00:40;630441765090;fraud_Emard Inc;gas_transport;61.06;Susan;Washington;F;759 Erin Mount Suite 956;May;TX;76857;1791;Corporate investment banker;1965-07-26;9bfcff40f1664f352df577e64354de86;1347235240;31.004974;-99.729885;0
2019/09/11;00:01:31;2450829271795901;fraud_Cummerata-Jones;gas_transport;84.03;Timothy;Kirby;M;7309 Sophia Causeway Suite 702;Sauk Rapids;MN;56379;16163;Hydrographic surveyor;1987-02-22;6b3d6a806431bc5760c4388081b2ec56;1347321691;44.717633;-94.33061500000001;0
2019/09/12;00:00:19;3501365119557234;fraud_Huels-Nolan;gas_transport;46.2;Danielle;Allen;F;87198 Macias Drive Suite 389;Loving;NM;88256;1925;Educational psychologist;1952-05-26;2cd61a67f0c2d68f60b88b78b1b1e642;1347408019;33.261324;-104.903062;0
2019/09/13;00:00:03;3523843138706408;fraud_Koepp-Witting;grocery_pos;91.27;Grace;Williams;F;28812 Charles Mill Apt. 628;Plantersville;AL;36758;1412;Drilling engineer;1970-11-20;fa4b31ffc496bf2b03f38afe8d7ae730;1347494403;31.864726;-87.826356;0
2019/09/14;00:00:32;571465035400;fraud_Bradtke PLC;grocery_pos;99.64;Louis;Fisher;M;45654 Hess Rest;Fort Washakie;WY;82514;1645;Freight forwarder;1976-02-26;f1aa934a3fa8d2438f0eab89f1aa77fa;1347580832;42.509794;-108.97028700000001;0
2019/09/15;00:00:39;4979422371139333;fraud_Little, Gutmann and Lynch;shopping_net;36.99;Kelly;Zimmerman;F;1893 Katie Tunnel;Westerville;NE;68881;73;Product designer;1935-02-10;36483408ed0d26984ce756204d5e222f;1347667239;42.260892999999996;-100.2848;0
2019/09/16;00:01:14;2235613922823698;fraud_Barton Inc;grocery_pos;94.24;Melissa;Mcclure;F;2027 Snyder Track;Manville;WY;82227;241;Educational psychologist;1980-12-16;1f56566918e6de543df27ed86779f119;1347753674;42.528878999999996;-105.313142;0
2019/09/17;00:01:47;3560697798177746;fraud_Nicolas, Hills and McGlynn;entertainment;193.77;Matthew;Young;M;8840 Miller Port Suite 645;Indian Wells;CA;92210;4677;Learning mentor;1955-05-06;12c60539570d42ddc654cd8477f05523;1347840107;33.749579;-115.42041;0
2019/09/18;00:00:34;567868110212;fraud_Kerluke, Considine and Macejkovic;misc_net;36.0;Dawn;Tucker;F;789 Herring Manors;Houston;TX;77007;2906700;Copywriter, advertising;1984-12-16;a1f64483ec2190067e685801b53c89cb;1347926434;29.742221999999998;-95.570217;0
2019/09/19;00:01:32;4228411452607671;fraud_Schoen, Kuphal and Nitzsche;grocery_pos;68.73;Aaron;Stewart;M;400 Zuniga Pine;Winthrop;ME;4364;6025;Advertising account planner;1995-04-22;ce2caa004ee05ac5620a21b8d889aad4;1348012892;45.179005;-69.888056;0
2019/09/20;00:00:44;4364010865167176;fraud_Rodriguez Group;gas_transport;66.22;Gary;Martinez;M;03512 Jackson Ports;Reno;NV;89512;276896;Immunologist;1997-03-12;2e4846f7ffad9e1cf88ff157b0c06ef6;1348099244;39.667521;-119.961607;0
2019/09/21;00:00:13;3598014571045296;fraud_Dicki Ltd;grocery_net;54.93;Lisa;Clark;F;07943 Davis River;Grimesland;NC;27837;5903;Manufacturing systems engineer;1993-10-07;823a36b7651e28dfbc99c265f3ffa554;1348185613;35.899205;-77.656286;0
2019/09/22;00:00:07;2254917871818484;fraud_Cummerata-Jones;gas_transport;59.65;Margaret;Gibson;F;382 Williams Stream Suite 197;Scotland;MD;20687;313;Insurance underwriter;1976-03-26;ed8ba8dd84e9bd9caf4bcb749fd21d9e;1348272007;37.295696;-76.708649;0
2019/09/23;00:01:13;3576431665303017;fraud_Bradtke PLC;grocery_pos;190.04;Jessica;Ward;F;72269 Elizabeth Field Apt. 132;Phoenix;AZ;85020;1312922;Contractor;1981-10-24;57a7c1895742251d585119d8758c1b2a;1348358473;33.970595;-112.715326;0
2019/09/24;00:03:13;3513618443244549;fraud_Schoen, Kuphal and Nitzsche;grocery_pos;125.97;Amber;Perez;F;954 Reyes Ways;Fulton;SD;57340;355;Financial adviser;1955-06-26;35f7188fcbc5650a765c91741f98de24;1348444993;44.204204;-97.351615;0
2019/09/25;00:00:54;60427851591;fraud_Macejkovic-Lesch;shopping_pos;134.24;Bradley;Martinez;M;3426 David Divide Suite 717;Burns Flat;OK;73624;2142;Politician's assistant;1976-06-30;7594b65578add8da376df80c5bde23a2;1348531254;35.322796000000004;-99.199443;0
2019/09/26;00:02:15;2383461948823908;fraud_Schmitt Ltd;misc_net;3.62;Patrick;Vaughan;M;651 Miller Common;Parsonsfield;ME;4047;1892;Audiological scientist;1956-03-02;53bce68ab75f73ba3c4de36afc108456;1348617735;43.956790999999996;-70.658351;0
2019/09/27;00:03:21;376028110684021;fraud_Streich, Dietrich and Barton;shopping_net;108.38;Aaron;Murray;M;624 Hale Springs Apt. 572;Meadville;MO;64659;964;Tourist information centre manager;1974-12-23;855940c1e5ead45ab5c45606ad034341;1348704201;40.666265;-93.669601;0
2019/09/28;00:00:01;2242542703101233;fraud_Adams, Kovacek and Kuhlman;grocery_net;21.6;Samuel;Jenkins;M;43235 Mckenzie Views Apt. 837;Westport;KY;40077;564;Pensions consultant;1996-04-10;cee0f552418a628fb376047b7f97f476;1348790401;37.938099;-86.147336;0
2019/09/29;00:00:43;561942763351;fraud_Goldner, Kovacek and Abbott;grocery_pos;180.47;Melissa;Brown;F;330 Montoya Ramp;Washington;DC;20036;601723;Prison officer;1986-03-14;6c41fb3151bd55180e677afc29219407;1348876843;39.4847;-77.20166800000001;0
2019/09/30;00:01:39;4099707841315751;fraud_Lockman Ltd;grocery_pos;38.5;James;Stephens;M;1166 Castillo Mountains;Ruckersville;VA;22968;9815;Designer, ceramics/pottery;1975-07-07;553e687cf6162617c1874272116743a0;1348963299;37.646352;-77.61809699999999;0
2019/10/01;00:00:27;2235335206132667;fraud_Kilback LLC;grocery_pos;153.84;Maria;Rosales;F;6611 Parrish Garden Apt. 428;Waynesfield;OH;45896;2089;Building control surveyor;1963-06-22;81b643d4fcfa3f77741190da28e6e4ef;1349049627;40.440651;-84.263025;0
2019/10/02;00:00:03;379897244598068;fraud_Bashirian Group;shopping_net;3.92;Frank;Key;M;5537 Jessica Plaza;Pewee Valley;KY;40056;3263;Stage manager;1930-02-28;15b421e654e0fe5a992dbad4cc65f806;1349136003;37.327179;-84.706518;0
2019/10/03;00:00:01;6526448584969862;fraud_Schuppe LLC;entertainment;107.21;Nathan;Stewart;M;63502 Brown Road Apt. 318;West Long Branch;NJ;7764;8097;Mechanical engineer;1964-02-18;3e495f1d194372f5cf38f05c48679337;1349222401;40.723653000000006;-73.041928;0
2019/10/04;00:00:14;2297447006766555;fraud_Dooley-Thompson;misc_net;52.87;Laura;Walker;F;611 Michael Rue;Cisco;IL;61830;478;Landscape architect;1960-01-13;408c134aa0e555d02ca8bf65bb0fbc33;1349308814;39.803672999999996;-87.879189;0
2019/10/05;00:00:01;6011917798331152;fraud_Kunde-Sanford;misc_net;3.37;William;Johnson;M;50843 Vincent Mission;South Londonderry;VT;5155;828;Scientific laboratory technician;1957-08-30;59fb27e073dffac56f3e6eb4534795dd;1349395201;43.815039;-72.887654;0
2019/10/06;00:00:16;676102124465;fraud_Simonis-Prohaska;misc_pos;7.37;Natasha;Mclaughlin;F;8699 Lindsay Ford Apt. 486;Napa;CA;94558;94014;Airline pilot;1985-08-21;bd1feaf9c1977b254f4a33bc1b02cb9b;1349481616;37.460974;-121.634405;0
2019/10/07;00:00:10;6597888193422452;fraud_Daugherty, Pouros and Beahan;shopping_pos;5.19;Bill;Lane;M;4725 Hurst Curve Apt. 634;Holliday;TX;76366;2317;Chief Technology Officer;1964-08-23;357aaee23580d1dce58f65edc02c3a01;1349568010;34.429358;-99.333169;0
2019/10/08;00:01:05;4223708906367574214;fraud_Parisian, Schiller and Altenwerth;misc_net;108.66;Adam;Riddle;M;27718 Mason Bypass;Mount Saint Joseph;OH;45051;177;Exhibition designer;1974-05-30;d8f38d6abfd7f48a2d93b0886368dfc3;1349654465;38.622951;-84.608621;0
2019/10/09;00:01:17;180094419304907;fraud_Bogisich Inc;grocery_pos;228.36;Sharon;Smith;F;17666 David Valleys;Sun City;CA;92585;54287;Designer, exhibition/display;1972-09-22;f20f108cb2f52106e5ebc6f9304281a6;1349740877;34.287519;-118.08081499999999;0
2019/10/10;00:00:08;2285066385084291;fraud_Emard Inc;gas_transport;55.02;Richard;Brown;M;17819 Jose Mount Suite 657;Heidelberg;MS;39439;4573;Exhibitions officer, museum/gallery;1988-02-15;f15676625e4676a4c46c0c9e9c272665;1349827208;31.477435999999997;-89.00907099999999;0
2019/10/11;00:00:49;3533012926413100;fraud_Bauch-Raynor;grocery_pos;106.25;Megan;Bernard;F;128 Nathan Ramp;Barneveld;NY;13304;1684;IT trainer;1994-03-01;8dab7c2c60c3e98a248c09e91a16b478;1349913649;43.879225;-75.823548;0
2019/10/12;00:01:18;375848982312810;fraud_Gerlach Inc;shopping_net;4.56;Dale;Smith;M;25036 Contreras Turnpike Suite 270;Purmela;TX;76566;258;Web designer;1943-12-15;fd5e549527208d8008be34e1003358be;1350000078;30.893254;-97.375486;0
2019/10/13;00:00:38;4255397449664185994;fraud_Ruecker Group;misc_net;9.39;George;Smith;M;7377 Walton Extensions Apt. 979;Dallas;TX;75236;1263321;Designer, interior/spatial;1952-09-27;08f07dfc8300c3babfbfc2daa5297bdb;1350086438;33.034014;-97.401878;0
2019/10/14;00:01:10;4474324669797121;fraud_Huel Ltd;misc_net;14.37;Matthew;Russell;M;168 Michael Coves Suite 343;June Lake;CA;93529;633;Health service manager;1927-09-09;e30c24c45a591929e94c35cf6025c4c0;1350172870;38.651333;-119.577927;0
2019/10/15;00:01:29;4428780983793657331;fraud_Cummings LLC;gas_transport;72.07;Richard;Waters;M;7683 Natasha Way Apt. 945;Waukesha;WI;53186;95015;Therapist, occupational;1946-01-02;965b7665bee497fdad47aeb9c3422286;1350259289;43.287221;-88.509571;0
2019/10/16;00:00:36;213161869125933;fraud_Trantow PLC;grocery_net;18.25;Monica;Lane;F;3270 Scott Islands;East Andover;ME;4226;190;Animal nutritionist;1970-04-17;68242ae7d0997052d8693df996b2703f;1350345636;44.505989;-71.373127;0
2019/10/17;00:00:38;4634955908138648;fraud_Schumm, Bauch and Ondricka;grocery_pos;84.53;Mackenzie;Smith;F;7178 Willis Drive;Hooper;NE;68031;1745;Engineer, automotive;1973-12-26;f00ff7d76154e8c148300de536191085;1350432038;41.757715000000005;-96.912918;0
2019/10/18;00:00:30;4904681492230012;fraud_Prohaska-Murray;gas_transport;73.2;Lisa;Lowe;F;574 David Locks Suite 207;Cottekill;NY;12419;722;Comptroller;1990-10-19;8d93657185751e24bf70b257a83df83e;1350518430;41.539151000000004;-74.439277;0
2019/10/19;00:00:15;2358122155477959;fraud_Emard Inc;gas_transport;78.46;Mike;Tran;M;17355 Mendoza Bypass Suite 059;Linthicum Heights;MD;21090;9784;Conservator, furniture;1924-10-30;4e7bd88921ced12e7a7a518b5d1680d9;1350604815;38.783668;-77.60292199999999;0
2019/10/20;00:00:00;180049032966888;fraud_Botsford Ltd;shopping_pos;148.62;Michael;Flores;M;70761 Fitzpatrick Brooks Suite 631;Saxon;WI;54559;795;Television/film/video producer;1986-04-15;0ab42a024293e12f7b53c5324efade46;1350691200;47.114804;-91.370586;0
2019/10/21;00:00:25;676281772837;fraud_Bradtke PLC;grocery_pos;99.1;Alicia;Bishop;F;222 Freeman Islands;Whigham;GA;39897;3430;Editor, commissioning;1950-03-25;de02a8108b6a6ca1c3ad85dc551b8e95;1350777625;31.454413;-84.748065;0
2019/10/22;00:00:52;346243940647414;fraud_Prohaska-Murray;gas_transport;69.86;Sean;Miller;M;6340 Jeffrey Dale;Thornville;OH;43076;9051;Audiological scientist;1983-01-08;a9b817fb14a1533ac2d2ff66bb6e3f89;1350864052;40.384741999999996;-83.326296;0
